episode,reward,score,steps,epsilon,loss
69,-12.0,0,21,0.711164,0.781053690683274
70,-0.7,1,23,0.707608,0.8013520370359006
71,0.1,1,30,0.70407,1.2586256007353465
72,-9.6,0,12,0.700549,0.9699323227008184
73,-10.6,0,7,0.697047,1.4790687816483634
74,-3.5,1,48,0.693561,1.1229184493422508
75,22.1,3,25,0.690094,1.3480308198928832
76,-1.5,1,28,0.686643,1.2668559572526388
77,0.1,1,15,0.68321,1.3671847740809122
78,-13.4,0,26,0.679794,1.265400625192202
79,-1.9,1,32,0.676395,1.872447730973363
80,-0.1,1,11,0.673013,1.7083665999499233
81,11.8,2,19,0.669648,1.6222377262617413
82,9.8,2,18,0.6663,1.5748825934198167
83,-2.9,1,48,0.662968,1.9925021814803283
84,-12.8,0,29,0.659653,1.7449952158434638
85,-0.7,1,20,0.656355,1.6755430817604064
86,-10.4,0,14,0.653073,1.6125115837369646
87,-0.1,1,17,0.649808,1.5549689110587626
88,10.6,2,19,0.646559,2.0240043778168526
89,-1.1,1,18,0.643326,1.7641118499967787
90,-9.6,0,9,0.640109,1.8934042188856337
91,-10.0,0,10,0.636909,2.050058829784393
92,9.2,2,24,0.633724,1.9417274296283722
93,-9.4,0,7,0.630556,1.7610387631825037
94,19.5,3,42,0.627403,2.165819730077471
95,-11.6,0,23,0.624266,2.001173174899557
96,-0.1,1,20,0.621145,1.8490546107292176
97,-12.6,0,30,0.618039,1.9267932891845703
98,-1.5,1,7,0.614949,1.9147167205810547
99,-9.0,0,6,0.611874,1.8037513097127278
100,21.5,3,22,0.608815,1.6848324103788896
101,-13.0,0,37,0.60577,1.8743958408768113
102,-9.2,0,5,0.602742,1.9135287761688233
103,0.5,1,14,0.599728,1.9015819600650243
104,0.9,1,13,0.596729,2.6021820031679592
105,10.4,2,15,0.593746,2.5969221671422322
106,-12.8,0,20,0.590777,2.0397307097911836
107,-0.3,1,16,0.587823,2.1865741088986397
108,-9.2,0,17,0.584884,1.8096292264321272
109,-8.6,0,8,0.581959,2.4892257153987885
110,-0.7,1,23,0.57905,1.8532111126443613
111,-9.0,0,6,0.576154,2.4283872644106546
112,-1.1,1,18,0.573274,2.0827600955963135
113,51.4,6,56,0.570407,1.8971459439822607
114,1.5,1,13,0.567555,1.8732821941375732
115,-0.1,1,23,0.564717,2.020321125569551
116,-10.4,0,5,0.561894,1.6868160724639893
117,0.1,1,42,0.559084,1.5365411752746219
118,20.1,3,69,0.556289,1.86786079838656
119,-0.1,1,11,0.553508,1.8348259817470203
120,-1.9,1,35,0.55074,1.909375148160117
121,11.4,2,38,0.547986,1.9657585699307292
122,1.3,1,12,0.545246,2.026827017466227
123,-0.1,1,23,0.54252,1.7409213574036309
124,1.1,1,11,0.539808,1.835427625612779
125,-0.9,1,34,0.537108,1.7713662578779108
126,9.8,2,30,0.534423,2.2362369696299234
127,7.8,2,65,0.531751,1.970188528757829
128,-11.0,0,14,0.529092,2.0995727607182095
129,-0.1,1,14,0.526447,2.274500003882817
130,0.7,1,12,0.523814,1.6537665824095409
131,-0.5,1,15,0.521195,3.0298180977503457
132,0.3,1,10,0.518589,2.4737535953521728
133,0.1,1,15,0.515996,2.2467724720637006
134,9.8,2,27,0.513416,2.624107281366984
135,-1.1,1,15,0.510849,2.4687673250834146
136,10.0,2,31,0.508295,2.256092821398089
137,11.6,2,24,0.505754,1.954393945634365
138,1.3,1,15,0.503225,2.1521594285964967
139,-0.3,1,19,0.500709,2.708628767415097
140,10.8,2,32,0.498205,2.404000524431467
141,29.0,4,59,0.495714,2.3738428677542736
142,-10.2,0,24,0.493236,2.894484117627144
143,-9.8,0,11,0.490769,3.3111944523724643
144,-11.0,0,11,0.488316,2.5337325117804785
145,-11.8,0,13,0.485874,2.1959897463138285
146,-0.1,1,11,0.483445,2.7603508559140293
147,-9.0,0,15,0.481027,2.295479440689087
148,-9.8,0,23,0.478622,2.637214966442274
149,0.9,1,7,0.476229,2.2827692202159335
150,-10.2,0,12,0.473848,2.2993281881014505
151,-9.2,0,11,0.471479,2.0193921761079268
152,31.2,4,52,0.469121,2.360828243769132
153,1.1,1,11,0.466776,3.431419600139965
154,43.5,5,74,0.464442,2.404344897012453
155,0.5,1,8,0.46212,4.453070655465126
156,9.2,2,36,0.459809,2.359042820003298
157,0.5,1,8,0.45751,2.278483420610428
158,0.5,1,35,0.455222,2.7771216290337697
159,-2.9,1,27,0.452946,2.280016139701561
160,-1.1,1,24,0.450682,3.5342549482981362
161,0.3,1,7,0.448428,3.1364937850407193
162,0.1,1,15,0.446186,2.213603623708089
163,-10.8,0,9,0.443955,2.926698472764757
164,0.3,1,7,0.441735,3.5079050064086914
165,0.3,1,16,0.439527,2.4717290177941322
166,20.9,3,37,0.437329,2.6290590086498775
167,39.7,5,49,0.435142,2.6752329067308076
168,20.7,3,48,0.432967,2.9526504079500833
169,-8.6,0,11,0.430802,3.603101296858354
170,-9.6,0,6,0.428648,3.19558052221934
171,10.8,2,23,0.426505,3.0689828395843506
172,11.2,2,19,0.424372,2.8295363376015112
173,0.5,1,17,0.42225,2.4937128950567806
174,31.8,4,25,0.420139,2.5353269481658938
175,9.4,2,28,0.418038,2.708699733018875
176,0.5,1,8,0.415948,4.708755373954773
177,0.1,1,9,0.413868,1.8399358325534396
178,1.1,1,17,0.411799,2.2396834457621857
179,1.3,1,12,0.40974,3.28254363934199
180,29.2,4,54,0.407691,2.591839673342528
181,-9.4,0,7,0.405653,2.2875551666532243
182,32.8,4,42,0.403625,3.4049855726105824
183,-9.4,0,10,0.401606,2.6159139037132264
184,-0.5,1,15,0.399598,3.6589535156885784
185,34.2,4,43,0.3976,3.555869313173516
186,18.7,3,29,0.395612,4.090134069837373
187,-1.3,1,26,0.393634,4.143406501183143
188,12.4,2,28,0.391666,3.613147394997733
189,-9.0,0,6,0.389708,3.456934849421183
190,-9.4,0,7,0.387759,2.7438803740910123
191,-8.8,0,7,0.385821,2.9291114807128906
192,-0.3,1,19,0.383891,2.984502026909276
193,44.1,5,56,0.381972,3.2940471129758016
194,12.8,2,33,0.380062,3.063820307905024
195,0.9,1,7,0.378162,3.08916551726205
196,20.9,3,22,0.376271,2.7816938161849976
197,-0.1,1,8,0.37439,2.8779307305812836
198,52.4,6,67,0.372518,3.150049955097597
199,11.4,2,20,0.370655,3.7638812899589538
200,0.5,1,11,0.368802,3.0908641815185547
201,11.6,2,33,0.366958,3.7566340258627227
202,21.5,3,40,0.365123,3.0396701842546463
203,10.2,2,17,0.363297,3.309351921081543
204,9.6,2,32,0.361481,2.922914247959852
205,8.4,2,44,0.359674,3.2689997282895176
206,10.2,2,29,0.357875,4.061214134610933
207,0.5,1,8,0.356086,2.8939822167158127
208,-9.4,0,7,0.354305,6.821597831589835
209,0.5,1,8,0.352534,2.914648622274399
210,2.7,1,25,0.350771,3.152831335067749
211,11.8,2,19,0.349017,3.2384729761826363
212,64.7,7,59,0.347272,3.8532162460230164
213,24.1,3,29,0.345536,3.497435347787265
214,21.5,3,25,0.343808,5.926237993240356
215,0.9,1,19,0.342089,3.753499018518548
216,10.8,2,14,0.340379,2.622164922101157
217,53.8,6,47,0.338677,3.5045910845411585
218,31.8,4,40,0.336983,4.059634816646576
219,29.2,4,39,0.335298,4.627811162899702
220,12.2,2,15,0.333622,4.622927236557007
221,-10.8,0,9,0.331954,4.0803348488277855
222,1.7,1,20,0.330294,4.256853067874909
223,0.1,1,9,0.328643,3.706933789783054
224,0.9,1,7,0.326999,5.027606759752546
225,19.9,3,23,0.325364,6.321143513140471
226,21.3,3,42,0.323738,4.645295015403202
227,-9.0,0,6,0.322119,6.628398358821869
228,12.0,2,29,0.320508,3.6364255074797005
229,31.2,4,46,0.318906,4.774538833162059
230,21.3,3,30,0.317311,4.097735993067423
231,22.9,3,29,0.315725,4.075741644563346
232,-0.7,1,8,0.314146,5.125588595867157
233,1.1,1,14,0.312575,3.8819281373705183
234,41.7,5,83,0.311012,4.760095418217671
235,43.1,5,36,0.309457,4.613315330611335
236,44.9,5,51,0.30791,6.124059868793862
237,10.8,2,20,0.306371,5.050999736785888
238,20.1,3,24,0.304839,4.218780130147934
239,54.2,6,52,0.303315,4.653326215652319
240,12.0,2,41,0.301798,7.152646954466657
241,-9.6,0,12,0.300289,5.66899452606837
242,12.8,2,21,0.298788,6.810531775156657
243,22.3,3,32,0.297294,6.6815662160515785
244,1.3,1,9,0.295807,7.296531783209907
245,0.3,1,10,0.294328,9.322057247161865
246,-0.1,1,23,0.292856,5.502600141193556
247,33.6,4,40,0.291392,4.791138756275177
248,21.3,3,30,0.289935,5.454962293306987
249,33.0,4,22,0.288486,4.2105816494334825
250,0.7,1,12,0.287043,5.798884610335032
251,44.5,5,55,0.285608,4.475331185080789
252,0.7,1,9,0.28418,5.5829521550072565
253,11.4,2,14,0.282759,4.678192223821368
254,10.4,2,9,0.281345,7.294997506671482
255,-9.0,0,6,0.279938,4.483805855115254
256,43.1,5,60,0.278539,5.82840742667516
257,41.9,5,51,0.277146,4.946221931307924
258,-1.1,1,9,0.27576,6.5146017339494495
259,1.9,1,15,0.274382,8.54538083076477
260,21.9,3,24,0.27301,6.70504425962766
261,0.9,1,10,0.271645,2.9959112882614134
262,30.6,4,46,0.270286,6.578598250513491
263,41.5,5,67,0.268935,7.352526938737328
264,41.3,5,24,0.26759,6.407968372106552
265,55.8,6,48,0.266252,6.392406423886617
266,1.1,1,23,0.264921,8.235782343408335
267,0.7,1,9,0.263596,7.2654248343573675
268,3.9,1,25,0.262278,7.084649782180787
269,21.9,3,18,0.260967,7.9545307291878595
270,22.9,3,38,0.259662,6.622705578804016
271,31.4,4,29,0.258364,5.6065545657585405
272,-8.8,0,7,0.257072,3.6740433488573347
273,2.1,1,13,0.255787,3.6982270570901723
274,55.2,6,72,0.254508,5.747428170508808
275,43.7,5,42,0.253235,7.295650839805603
276,-0.1,1,23,0.251969,8.324175845021786
277,11.4,2,11,0.250709,5.777246150103482
278,1.9,1,15,0.249456,8.586039972305297
279,1.3,1,18,0.248208,7.814390063285828
280,32.0,4,23,0.246967,13.47475472740505
281,-9.0,0,6,0.245733,3.675381143887838
282,0.1,1,6,0.244504,3.191264549891154
283,10.4,2,9,0.243281,10.085695637596977
284,11.8,2,19,0.242065,9.447144144459775
285,46.3,5,58,0.240855,7.615521595395845
286,86.1,9,81,0.23965,8.620738297332952
287,118.8,12,117,0.238452,9.034464956348778
288,-0.5,1,21,0.23726,9.47641886983599
289,12.2,2,21,0.236074,11.950440815516881
290,44.9,5,66,0.234893,7.404466838547678
291,54.2,6,64,0.233719,6.561662923544645
292,20.7,3,18,0.23255,9.43070211675432
293,54.8,6,40,0.231387,5.942168784141541
294,34.4,4,35,0.23023,6.022907652173724
295,0.5,1,11,0.229079,7.298333493146029
296,11.6,2,15,0.227934,9.036172739664714
297,54.4,6,50,0.226794,7.540761771202088
298,-1.3,1,26,0.22566,10.619517500583942
299,62.1,7,46,0.224532,9.48183784795844
300,43.9,5,58,0.223409,8.07373321878499
301,-9.0,0,6,0.222292,10.567330916722616
302,1.5,1,22,0.221181,6.668153567747637
303,0.1,1,3,0.220075,15.942180077234903
304,0.5,1,8,0.218974,14.175727784633636
305,1.7,1,14,0.21788,7.808185577392578
306,-9.4,0,7,0.21679,4.498851878302438
307,11.0,2,24,0.215706,14.529059330622355
308,11.4,2,35,0.214628,11.348433324268886
309,11.4,2,26,0.213555,9.404709201592665
310,13.0,2,34,0.212487,7.731603391030255
311,22.1,3,25,0.211424,12.101250667572021
312,99.4,10,96,0.210367,8.79010160267353
313,13.6,2,22,0.209315,13.904088692231612
314,44.1,5,35,0.208269,6.737907668522426
315,43.9,5,43,0.207227,9.74142027455707
316,-8.6,0,8,0.206191,4.598770260810852
317,66.9,7,73,0.20516,10.240921428758805
318,11.0,2,33,0.204135,9.251148996931134
319,43.1,5,45,0.203114,13.148504945966932
320,20.9,3,13,0.202098,8.783553178493793
321,57.8,6,58,0.201088,12.669151104729751
322,31.8,4,31,0.200082,14.750561275789815
323,30.6,4,31,0.199082,20.166827371043542
324,2.5,1,18,0.198087,11.93246308962504
325,11.6,2,12,0.197096,9.065837184588114
326,11.0,2,9,0.196111,10.607195642259386
327,-10.0,0,10,0.19513,15.254764890670776
328,11.2,2,10,0.194154,11.914554214477539
329,42.5,5,33,0.193184,14.379043102264404
330,65.3,7,56,0.192218,12.154804749148232
331,21.9,3,27,0.191257,7.6346782799120305
332,64.1,7,44,0.1903,17.58443785797466
333,108.7,11,85,0.189349,15.259548122742597
334,39.7,5,46,0.188402,10.57490605375041
335,64.3,7,57,0.18746,17.800067048323783
336,95.8,10,96,0.186523,14.425147011876106
337,127.1,13,110,0.18559,11.795860314369202
338,44.5,5,34,0.184662,8.210345015806311
339,46.1,5,48,0.183739,10.385160913070044
340,54.2,6,49,0.18282,13.059046978853187
341,10.4,2,12,0.181906,8.788994073867798
342,21.3,3,33,0.180997,9.160587108496463
343,22.1,3,16,0.180092,12.352190136909485
344,12.6,2,20,0.179191,21.336554598808288
345,0.9,1,13,0.178295,10.866413043095516
346,64.7,7,65,0.177404,19.678496804604162
347,77.8,8,79,0.176517,17.45691518240337
348,30.6,4,43,0.175634,17.71945389481478
349,24.7,3,44,0.174756,20.471051757985894
350,1.1,1,23,0.173882,17.325731018315192
351,23.9,3,49,0.173013,12.768298387527466
352,21.5,3,49,0.172148,13.97140953492145
353,12.0,2,20,0.171287,23.42218084335327
354,21.9,3,33,0.170431,27.8807835000934
355,65.5,7,54,0.169578,24.29562387643037
356,1.9,1,33,0.168731,23.845037084637266
357,56.2,6,56,0.167887,15.780916252306529
358,66.7,7,60,0.167047,14.708898218472799
359,43.5,5,32,0.166212,18.179702058434486
360,0.3,1,7,0.165381,19.359443868909562
361,10.4,2,12,0.164554,24.308804353078205
362,65.3,7,44,0.163731,17.501545131206512
363,2.5,1,21,0.162913,19.220010973158338
364,85.5,9,84,0.162098,14.547253060908545
365,2.9,1,17,0.161288,12.486335978788489
366,-9.2,0,5,0.160481,38.65107979774475
367,129.3,13,76,0.159679,19.691785304169905
368,138.2,14,87,0.158881,19.695143625654023
369,110.5,11,133,0.158086,19.17195595655226
370,33.0,4,34,0.157296,21.736860450576334
371,119.4,12,90,0.156509,20.92002781762017
372,11.6,2,21,0.155727,17.70311164855957
373,101.4,10,106,0.154948,19.42897729153903
374,78.0,8,83,0.154173,25.74450269090124
375,114.8,12,82,0.153402,20.906874400813404
376,44.1,5,35,0.152635,29.728211484636578
377,22.5,3,24,0.151872,14.59002568324407
378,107.5,11,64,0.151113,26.33640569448471
379,158.0,16,179,0.150357,21.52256695251891
380,10.8,2,26,0.149606,25.09843158721924
381,32.6,4,29,0.148857,23.5259134851653
382,11.6,2,12,0.148113,24.144469539324444
383,23.1,3,24,0.147373,22.672186096509297
384,100.6,10,78,0.146636,27.027691663839878
385,90.9,9,93,0.145903,19.185762723286945
386,89.5,9,74,0.145173,24.11500743273142
387,45.3,5,53,0.144447,20.54898608405635
388,182.2,18,191,0.143725,19.45615555977946
389,52.2,6,60,0.143006,20.936077229181926
390,89.5,9,71,0.142291,16.21573698016959
391,118.6,12,110,0.14158,28.308823212710294
392,21.9,3,21,0.140872,29.88640072232201
393,106.3,11,127,0.140168,20.897006571762205
394,2.5,1,15,0.139467,17.92303549448649
395,67.1,7,68,0.138769,25.27939575209337
396,23.3,3,25,0.138076,17.51843720436096
397,59.0,6,73,0.137385,19.14618163239466
398,47.1,5,53,0.136698,18.05159602075253
399,163.6,16,123,0.136015,24.640515711249375
400,12.0,2,17,0.135335,11.560945482815013
401,106.7,11,87,0.134658,29.624461311033404
402,149.7,15,144,0.133985,30.464689254760742
403,1.1,1,8,0.133315,21.539086878299713
404,44.7,5,41,0.132648,26.68535362801901
405,22.3,3,26,0.131985,41.02742945230924
406,107.7,11,68,0.131325,28.22267003620372
407,34.4,4,29,0.130668,27.521112803755134
408,46.9,5,55,0.130015,30.659516195817428
409,74.6,8,75,0.129365,27.10567611694336
410,153.9,15,111,0.128718,31.14893101357125
411,21.7,3,29,0.128075,32.35417652130127
412,0.9,1,10,0.127434,39.44943451881409
413,54.6,6,42,0.126797,25.75413565408616
414,11.6,2,12,0.126163,29.012430270512898
415,34.8,4,55,0.125532,35.01346366188743
416,12.2,2,24,0.124905,15.955335855484009
417,110.3,11,87,0.12428,39.10009543649082
418,64.9,7,63,0.123659,42.51976608094715
419,43.3,5,55,0.12304,33.183057915080674
420,130.7,13,116,0.122425,40.42758967547581
421,66.7,7,54,0.121813,32.70875074245311
422,119.6,12,100,0.121204,24.407037496566772
423,108.5,11,123,0.120598,37.85957555460736
424,58.6,6,56,0.119995,33.267137944698334
425,141.0,14,128,0.119395,37.6611160710454
426,0.7,1,6,0.118798,56.25348313649496
427,11.8,2,16,0.118204,46.06609869003296
428,120.4,12,131,0.117613,30.00081998155317
429,67.1,7,56,0.117025,30.95995189462389
430,30.8,4,41,0.11644,39.29522068907575
431,11.0,2,12,0.115858,31.707589785257976
432,163.0,16,135,0.115278,39.58350642522176
433,0.9,1,10,0.114702,57.217588329315184
434,121.8,12,105,0.114128,33.74667747588385
435,109.1,11,144,0.113558,36.64661971065733
436,89.3,9,64,0.11299,40.59009542316198
437,59.8,6,62,0.112425,39.13062664001219
438,11.2,2,13,0.111863,45.43195232978234
439,108.7,11,88,0.111304,38.987503891641445
440,56.6,6,46,0.110747,34.30712222016376
441,56.6,6,55,0.110193,46.97715465372259
442,41.3,5,21,0.109642,11.95667214620681
443,11.4,2,14,0.109094,48.04984140396118
444,54.4,6,50,0.108549,46.40904611587524
445,88.3,9,77,0.108006,45.14958692525889
446,77.6,8,75,0.107466,46.85907486597697
447,179.1,17,137,0.106929,40.39943385298235
448,77.4,8,77,0.106394,41.48106734783619
449,172.7,17,150,0.105862,47.51812911669413
450,30.6,4,34,0.105333,59.80253127041985
451,21.9,3,21,0.104806,46.960862568446565
452,-0.3,1,7,0.104282,65.58444472721645
453,70.9,7,81,0.103761,52.61235948256505
454,126.0,12,105,0.103242,40.17781558718
455,177.5,17,216,0.102726,44.51399715299959
456,43.1,5,36,0.102212,52.677318692207336
457,24.3,3,30,0.101701,37.311234776179
458,22.7,3,22,0.101192,44.13727179440585
459,12.6,2,20,0.100686,35.59531412124634
460,0.9,1,7,0.100183,21.04124573298863
461,13.2,2,23,0.099682,62.320948248324186
462,41.3,5,30,0.099184,71.11224514643351
463,32.6,4,38,0.098688,37.56570562563444
464,57.6,6,54,0.098194,40.171556834821345
465,112.9,11,91,0.097703,38.196069125290755
466,23.1,3,30,0.097215,54.62840701738993
467,33.0,4,46,0.096729,41.61882918813954
468,55.2,6,51,0.096245,46.01237514907238
469,0.3,1,10,0.095764,19.902245712280273
470,-8.4,0,9,0.095285,88.57461102803548
471,24.7,3,32,0.094809,45.71802105009556
472,150.7,15,86,0.094335,54.745118712269985
473,90.3,9,93,0.093863,52.65600336238902
474,2.1,1,16,0.093394,48.93192660808563
475,46.1,5,42,0.092927,46.08370824087234
476,167.8,16,153,0.092462,47.36218043869617
477,56.0,6,55,0.092,46.21302332444625
478,0.9,1,10,0.09154,26.291252183914185
479,57.0,6,69,0.091082,39.710139316061266
480,45.1,5,43,0.090627,50.52913971834405
481,141.6,14,131,0.090173,56.0963711301789
482,166.2,16,148,0.089723,49.515472734296644
483,109.3,11,79,0.089274,46.336050872561295
484,33.8,4,29,0.088828,33.10691872958479
485,117.2,12,91,0.088383,59.021539174593414
486,1.7,1,11,0.087942,78.02802415327592
487,79.4,8,66,0.087502,45.43369374130712
488,13.0,2,22,0.087064,59.63668164339933
489,55.0,6,65,0.086629,38.67007284898024
490,2.7,1,16,0.086196,49.40961080789566
491,76.8,8,59,0.085765,60.968301878137105
492,89.1,9,75,0.085336,45.81206274668376
493,44.7,5,50,0.084909,51.903219623565676
494,11.8,2,13,0.084485,67.44298201340895
495,13.0,2,19,0.084062,41.32572944540726
496,123.0,12,102,0.083642,56.51754541023105
497,0.3,1,19,0.083224,71.41218609558909
498,62.3,7,35,0.082808,60.54156515938895
499,43.3,5,43,0.082394,50.52917715560558
500,22.9,3,23,0.081982,44.33678913116455
